"","movie","point","review"
"571","헌터 킬러","10","개꿀잼 우리나라가 이렇게 영화를 만들었다면천만은 걍 넘었을듯 극장에서 못본게 안타까울뿐 "
"572","다만 악에서 구하소서","1","황정민 이정재 연기 잘하는건 다 아는 사실이고 영화에 대한 평점이나 똑바로 남기시길 어디서 본 장면 복붙에 클라셰 우려먹기 지겹다 지겨워 "
"573","강철비2: 정상회담","1","고등학교 나와~~~~ "
"574","반도","8","왜?? 저는 재밌게 봤어요~~~~ 평점 7~8정도 맞는듯. 부산행 반도 못따가 간다고해서 반도라는데 저는 잘 즐기고 봤습니다. 스토리도 뭐~ 괜찮았어요 "
"575","다만 악에서 구하소서","8","스토리는 1차원 적인데 살아있는 캐릭터들과 영화배경을 해외에 둔점이 신선하고 재밌게 느껴졌다. 특히 촬영감독님 열일하심 최고 "
"576","다만 악에서 구하소서","2","노잼.. 보다가 잔 영화는 처음 "
"577","강철비2: 정상회담","2","한마디로 dog판돈주고 보면 시간이 아깝습니다잠수함싼만 다소 만족기대히시면  실망이 커요~ "
"578","반도","9","개인적으로는 재미있었음. 스토리도 나쁘지 않음. 좀 아쉬운 점이 있다면 레이싱을 너무 오래 끌고 간 것 정도? 그래도 재미있었다 연기도 하드캐리하고. "
"579","미스 포터","10","그림이랑 배경이 넘 이뻐서 힐링되는 영화네요. 보는 내내 마음이 참 좋았습니다. "
"580","여군 외출","8","한국 80년대판 미연시 같은 느낌 "
"581","다만 악에서 구하소서","8","황정민은 황정민답게 연기했고이정재는 잘생겼고 박정민은.... 형 사랑해요(덜렁) "
"582","다만 악에서 구하소서","6","비싼 조미료 덜익은 요리 "
"583","다만 악에서 구하소서","10","무난한 스토리 황정민은 역시 황정민.이정재와 박정민의 새로운 면모를 발견. 황정재...그들은 그저 빛.... "
"584","장난스런 키스","5",""
"585","다만 악에서 구하소서","10","너무 재밌게 봤습니다. 박정민 배우님의 팔색조 연기도 넘 좋았어요ㅎㅎ어쩜 다리가 나보다 더 이뻐ㅋㅋ "
"586","반도","8","..부릉부릉..질주본능 "
"587","다만 악에서 구하소서","10","최고 꼭 보시길 우리나라 영화 발전 많이 했다 "
"588","반도","10","진짜 재밌어요 ㅠㅠ 팝콘 먹으면서 영화관에서 재밌게봤네요 "
"589","걸캅스","10",""
"590","다만 악에서 구하소서","10","휴가중이라 개봉일 당일날 오전에 보러갔었는데 완전 꿀잼~ 배우들의 연기력과 영상미에 감동받았습니다 ^^ "
"591","다만 악에서 구하소서","9","짜증나는 여름 시원했네요 "
"592","캐리비안의 해적: 죽은 자는 말이 없다","10",""
"593","강철비2: 정상회담","1","진짜 내인생 최악의 영화 공산주의자가 아니고서는 진짜 재밌게 볼수가없다. 개연성도 없고 연기도 쓰레기고 그냥 최악 "
"594","다만 악에서 구하소서","10","배우들의 연기가 넘 멋지다.특히 황배우.다른배우도 두말필요 없음메다 "
"595","다만 악에서 구하소서","10","초큼 잔인한부분?들도 있어서 무서웠지만(시각보단 청각이 엄청 시끌)ㅋㅋ 적당히 긴장감있고 보는내내 어떡해 하는 감정을 쫄깃하게 만들었던 영화스토리 구성이나 개연성도 괜찮았던것같고. 액션신도 허술한 부분 없이 잘만든거 같았어용, 뭣보다 나오는 주조연 배우들 연기가 아주 굿굿. 재밋게본 액션영화중 하나로 남을거같아요 "
"596","다만 악에서 구하소서","8","명불허전 황정민 ..이정재는 무섭다 진짜 저런사람이 있을까싶기도 하다있겠지.. 재미있게 봤음 "
"597","다만 악에서 구하소서","9","박정민이란 배우에 팬이되어버린.. 기대없이 봤는데 엄청 몰입해서 봤어요^^ "
"598","화이 : 괴물을 삼킨 아이","8","대배우들의 모임 ..슬의생 유연석부터 쀼세계 박해준까지 주연급 배우 모음집 이라 젊은 훈남 준영이 아빠 를 볼수 있다17살의 나이와 관계없는 여진구의 풋풋한듯 하지만 농익은 연기를 볼수 있다. 연출이 많이 아쉽네요 너무 모든 배우님들 기가 세셔서 그러셨나. 전체적으론 평점 7.3점이 딱 맞음. "
"599","그 시절, 우리가 좋아했던 소녀","10","제일 잘 만든 첫사랑 영화 "
"600","다만 악에서 구하소서","10","생각보다 기대보다 충분히 재밌다. "
"601","강철비2: 정상회담","1","참! 어이없음~~이제껏 보았던 최악의 영화 어떻게 억지로 꿰맞춰도 이런 억지가 있을까 감독 머리속엔 오로지 문씨에게 충성  북괴  살찐돼지에게 충성~ 틀린 얘긴 아니죠 "
"602","애니멀 크래커","10","아이와 같이 봤는데아이가 너무 신나고 즐거워 했습니다극장의 볼륨이 조금커서 귀는 조금 부담되었습니다 "
"603","강철비2: 정상회담","10","진짜 기대하구 본 영화중에 젤루 실망한 영화... "
"604","강철비2: 정상회담","5","억지전개..초반만 보더라도 예측 가능한 스토리. 태풍같은 기상이변은 너무 식상한게 아닌지...그리고 반란으로 남 북 미 셋이 잠수함에 납치 된다고...? 이렇게 진행 할거면 구출은 아이언맨한테 부탁합시다. "
"605","반도","2","재미도 감동도 무!CG의 향연... "
"606","강철비2: 정상회담","1","이런거 돈내고보는 저능아들 없지? "
"607","딥워터","7","보는데 딱히 불편함 없었다, 1시간 20분이라는 요즘 영화치곤 짧은 런타임이였지만 무엇을 보여주고 하는지 간결하게 보였고, 긴장감도 있었다. "
"608","다만 악에서 구하소서","9","배우들이 다 한거같아요.연기 최고~ 결말이 좀..이걸 기뻐해야할지 슬퍼해야할지;; "
"609","강철비2: 정상회담","10","대사나 스토리가 진짜 와..남들은 그냥 웃고 넘길 수도 있는 부분들이 진짜 소름돋게 기가막히게 만들었다. 허튼 대사나 설정이 없는 것 같다. "
"610","강철비2: 정상회담","9","독도에 대한 독도에 의한 충분히 생각할 만한 이야기 "
"611","다만 악에서 구하소서","1","스토리 : 0개연성 : 0현실성 : 0액션 : 0.2연기 : 0.8정말 재미있는 영화는 사족이 필요없습니다. 다만악의 영화평들을 보면 액션이 좋내, 촬영이 끝내주내, 배우들 연기가 죽이내 등등 다시말해 그것 말고는 볼것이 없다는 뜻이기도 합니다.전 영화 보다가 중간에 나갈까? 하는 생각을 할정도의 영화 였습니다.그나마 너무나 잘하는 연기자들을 보며 안타까운 생각까지 들었습니다.스토리는 너무나 뻔하고, 개연성 이라고는 1도 없으며, 촬영과 액션에 많은 신경을 쓴것이 느껴지기는 하지만 스토리와 개연성이 없는 액션에 1도 몰입할수 없었으며, 거기에 신파까지...이 영화를 극찬하는 분들을 보면서 감상평을 꼭써야 겠다고 생각했습니다.시원한 진짜 액션 영화를 원하신다면, 넷플X스 의 익스트랙션 을 추천합니다. "
"612","다만 악에서 구하소서","10","올해 영화중 제일 집중하느라 화장실도 못가게 만든 그런 영화 ^^ "
"613","다만 악에서 구하소서","2","겁나 기대하고 봤다가 빈약한 빈스토리에 졸다나옴여자들은 멋있다고 난리.. 남자인 내가 볼땐 배우빨로 스토리를 커버함. "
"614","다만 악에서 구하소서","10","액션 카메라가 뭔가 색다름 개꿀잼 시간 없어짐 "
"615","다만 악에서 구하소서","10","크...이런게 바로 액션이지. 강추입니다. "
"616","하울의 움직이는 성","10","성우가 일본 한국 둘다 너무좋았음 "
"617","하울의 움직이는 성","10","성우가 일본 한국 둘다 너무좋았음 "
"618","다만 악에서 구하소서","10","생각하지도 못한 박정민.. 그녀가 이 영화의 키다. "
"619","다만 악에서 구하소서","8","재미있음 "
"620","강철비2: 정상회담","1","이것도 영화라고 만드냐 "
"621","브레이킹 던 part1","10",""
"622","다만 악에서 구하소서","8","내용은 흔하고 단순하다. 몇몇 설정과 개연성은 좀 망가지기도 한다. 대신 액션이 멋지다. 내용을 복잡하게 꼬는 대신 멋진 액션 한 장면 더 넣고, 칼에 찔리고도 쓰러지는 대신 훨훨 날아다니며 멋진 액션 한 번 더 보여주는 그런 영화다. 15세 관람가라는 게 아쉽다. "
"623","다만 악에서 구하소서","10","수류탄 파밍잘해야야해.. "
"624","센과 치히로의 행방불명","10",""
"625","바람이 분다","1","내 눈으로 직접 보고 생각하고자 영화를 봤다. 이 영화는 철저히 감독 자신의 주관과 이야기에 관한 내용이다. 그가 비행기를 동경하고 사랑한다는 이유로 호리코시 지로와 호리 타츠오에게 경의까지 표해야 했었나 싶다. 반전과 반제국주의의 메세지는 이 영화속에서 부차적이어서 마치 감초와 같은 역할에 가깝다. 결국 호리코시 지로의 이야기가 주된 것이었고, 그 속에서 교훈은 얻지 못했다. 아름답고 제일가는 비행기를 만들고 싶고 그것을 열망했겠지만, 결국 그는 단순한 비행기가 아닌 전투기를 만들어 냈고, 일제의 수요를 충족시켰다. 하늘을 나는 것 자체보다 가장 빠르고, 강력하고, 가볍게 나는 것이 중요했으리라. 자신의 꿈과 목표를 좇아 결과물을 낸 것은 지로와 설계자들 개개인의 업일뿐, 관객이 그것들을 대단히 여기거나 감동받거나 공감할 필요가 전혀 없다는 것을 명심해야 한다. 영화가 다루는 관동대지진이나 1910년대 부터의 일제의 생활상을 보며, 일제에 짓밟혀 혹독하고 비참한 삶을 살아가고 있었을 우리나라 민족이 떠올라 어쩔 수 없이 불편하고 원망스러웠다. 자칭 힘들고 가난했던 당시의 일제는 이미 한국의 피를 빨아먹고 있었다. 그들은 모든 화와 역경을 한민족에게 퍼부었다. 이것이 매번 그들이 비판을 피할 수 없는 이유이다. 정당한 비판이고 사실이지 그들이 주장하는 가짜 평화를 깨뜨리는 일이 아니다.  어떤 이야기를 펼친 것인지는 알겠다. 그러나 공감을 바래선 안 된다. 자신의 꿈의 결과가 무수한 타인의 희생과 피해를 초래한다면, 그 꿈은 그 자체로도 고결하다 하기 힘들 것이며, 영원한 속죄와 고뇌의 굴레에서 벗어날 수 없을 것이다. 겉보기엔 찬란하게 아름답고 애절하지만, 사실 지독스럽게 이기적이고 속이 문드러지는 영화였다. 감히 그의 비유와 선택이 실망스럽게도 틀렸다고 평하겠다. "
"626","강철비2: 정상회담","1","재미있다고 하시는분들 알바인가....초반에 너무 지루하고 CG는 허접하고 스토리 긴장감 1도 없어요 "
"627","다만 악에서 구하소서","10","정말 최고 입니다 요즘같은때 스트레스 풀렸어요 박정민 너무 찰떡같은 연기 재밌어요 "
"628","다만 악에서 구하소서","8","이정재 섹시 매력, 황정민 개멋, 박정민 굿내용은 사실 너무간단 이것만 빼면 볼거리는많음 "
"629","강철비2: 정상회담","2","실망이 너무 큼 액션인줄 알았는ㄷ코미디물이네 "
"630","다만 악에서 구하소서","5","이정재는 악역을 소화하기에 목소리가 부드럽고, 황정민은 신세계의 카리스마가 1도 안보인다. 대신 박정민의 연기는 참신했다. "
"631","킬 유어 달링","1",""
"632","#살아있다","10","에 걸려야지 대학와서도 저모양이면 어떡하냐 "
"633","강철비2: 정상회담","2","모든게 감동적이고 진짜 재밌었습니다 "
"634","다만 악에서 구하소서","2","별한개도 아까운 영화... "
"635","극비수사","10","개인적인 성향인가... 개봉첫날 조조로 내가좋아하는 두배우님 출연작이라 너무 오랜만에 신나는 마음으로 극장나들이 ... 근데...아저씨 신세계 아수라 3가지를 믹스해놓은 영화개봉첫날 봤는데 도대체 평점이 왜높은건지..스토리 없고 말로만 잔인하고감독이나 시나리오 작가보다 두 대배우님께 실망! 연기력이 문제가 아니라 두분정도되면 시나리오보는 눈도 있을텐데 이런 영화에 출연결심을 한게 실망스뤄요 그리고 이 평점 실화인가요? 박정민배우 연기력탁월하다는 평이 있던데 어떤부분이었는지 지금도 전혀모르겠네요  하아 ㅜㅜ감상포인트는 추천할게없어서 ost 클릭했으니 참고하세요 "
"636","강철비2: 정상회담","1","실화영화는 무조건 100점요 "
"637","다만 악에서 구하소서","10",""
"638","봉오동 전투","10","시간 순삭입니다연기 좋았어요 "
"639","반도","10","도대체 이 영화를 왜 이제야 봤는지 후회된다.그동안 오열하는 장면에서만 울어봤지 봉오동에서 모든 독립군들이 모일 때..황해철이 어제까지 농사짓던 사람이 오늘은 독립군이 될 수 있다고 말 할 때... 총 쏠 때.. 눈물이 났다.. 진짜 보는데 비참하고 화나고 슬퍼서 소름이 돋았고..그리고 혼자 영화 보는 내내 쌍욕을 얼마나 했는지..하하 "
"640","반도","8","완~~전 재밌어요 또 보고싶 "
"641","다만 악에서 구하소서","4","너무도뻔한뻔해도뻔한 스토리에 이정재님의 이해못할 집착과 불사의 연출에 긴장감은 갈수록 떨어짐. 원가 천원짜리빵에 십만원짜리 포장지를 씌운듯한 영화. 개인적인 견해로 황정민은 어울리지않는 역같았음. "
"642","야수와 미녀","10","진짜진짜 아직도 좋아하는 영화ㅠㅠ너무 너무 걸작이었음 "
"643","다만 악에서 구하소서","8","이정재 - 칼 들고 설칠 때 눈빛이 레알 미친놈 같아서 ㅎㄷㄷ / 황정민 - 내가 애 아빠라도 저럴 수 있으려나? 감정 이입됨 / 박정민 - 꼬나보는 눈빛과 뒷태에 빵터짐 "
"644","다만 악에서 구하소서","3","개연성없는 스토리로 ㅜㅠ 킬링타임용이라고 하기엔 배우들이 아까움ㅜㅠ "
"645","스나이퍼: 암살자의 최후","8","레이디데스의 포스가 엄청남 우리나라에도 저런 여자킬러 배우가 나온다면 좋을텐데요 "
"646","강철비2: 정상회담","10","보면 볼수록 놀라는 출연진들! 눈과 귀가 즐거운 영화였습니다~ "
"647","반도","7","부산행처럼 좀비에 비중이 있는것보다는 뭔가 분노의질주 느낌이..부산행과는 방향성이랄까 좀 많이 다르니 참고하세요~ "
"648","테이킹 라이브즈","7","스토리 자체는 그냥 딱 10여년 전의 전형적인 반전물...나에게는 반전이 없었다. 마지막에도 가짜인건 진작 알았고 심지어 배 안에 여분의 총을 가지고 있으리라 생각했다 ㅋㅋㅋ 하지만 호크와 졸리가 너무 훈훈해서 7점. 특히 졸리는 진짜 너무 이뻤다... "
"649","다만 악에서 구하소서","10","오랜만에 재미있는영화 라고해서 한껏 기대했는대 그만큼 너무 좋았던 영화! 황정민 박정민 이정재 연기는 정말 최고 그 이상 "
"650","강철비2: 정상회담","1","그저 웃음만으로... "
"651","비스트","1","영화가 참 조잡하다...그냥 스토리 하나에만 집중했으면 B급 수준은 됐을 거 같은데 "
"652","다만 악에서 구하소서","10","액션신들 영상이 진짜 미쳤더라ㅋㅋ 이게 우리나라 영화라니ㅋㅋㅋ "
"653","온워드: 단 하루의 기적","9","성인이 봐도 참 괜찮은 영화인것 같아요. 오빠랑 크게 싸웠었는데 오빠 생각도 나는 그런 영화였네요. "
"654","강철비2: 정상회담","9","평점 낮은건 일베토착왜구라고 보면됨. "
"655","임포스터","9","영화 결말 반전이 아주 뛰어나네요. 군인들 소품은 스타쉽트루퍼스에서 쓰던 소품 그대로 썼네. "
"656","강철비2: 정상회담","10","우리나라 토왜구들이 이 영화를 싫오한다고해서 왔습니다 달려왔네요 반일조장 영화라평점을 테러중인 토왜구분들..저쪽나라는맨날 24시간 혐한을 달고 사는데 우리는 왜반일이 안되죠? 왜 쉴드를 쳐주나요? 진짜 궁금하네요 "
"657","다만 악에서 구하소서","10","황정민과 이정재의 눈빛을 잊을 수가 없네요 "
"658","다만 악에서 구하소서","10","전체적으로 로우하고 무거운 분위기지만 박정민이 중간중간 지루하지않게 띄워줘서 지루하지않게 흘러감 "
"659","시크릿 레터","8","보는 내내 내가 감정적으로 벅차져서 보다 말다 보다말다 했어요..너무 사랑했던 사람과 헤어지고 난 뒤 그와 갔던 장소, 그와 나눠 먹던 과자껍질만 보아도 무너지는데..새로운 추억 거리를 또 남겨주다니..나에겐 너무 가혹한 스토리라 끝까지는 못봤습니다. "
"660","다만 악에서 구하소서","10","액션씬도 너무 스릴있고 아저씨 테이큰을 보는 느낌? 존잼이였다 "
"661","다만 악에서 구하소서","8","킬링타임으로 볼만함 배우빨도 있음 "
"662","다만 악에서 구하소서","4","빨리 통역하라고 우쒸~~~ 무슨 킬러가 이렇게 말투가 경박스럽냐. 황정민하고 저 역할은 솔직히 너무 안어울린다. 이정재는 정말 인정한다 "
"663","다만 악에서 구하소서","10","황정민 이정재 박정민.. 최고!! "
"664","다만 악에서 구하소서","10",""
"665","침입자","6","배우들이 연기도 잘하고 초반에 긴장감때문에 흥미진진하게 봤는데, 중후반부터는 긴장감이 팍 풀리고 이게 무슨 내용인가싶었네요 "
"666","강철비2: 정상회담","2","뭔내용인지 둘다 잣다모텔보다편히잣다 "
"667","다만 악에서 구하소서","2","내용이 두서없이 흘러가면서 뭘 표현하려 한 건지는 알겠는데 너무 어설프고 영화 연출도 구림. 그리고 이정재랑 황정민은 불사신이냐? 칼빵을 얼마나 쳐 맞았는데 다른 엑스트라는 한방에도 다 죽던데 얘네는 무슨 수류탄이 터져도 안죽음?? "
"668","다만 악에서 구하소서","10","박정민 연기..,와 감탄  진짜 난 박정민 배우 다시봤음... "
"669","치즈인더트랩","1","뒤늦게 드라마보고 너무 앓이중에 영화로도 나온거 알고 봤는데 드라마가 10000배 좋네요 2020년8월 "
"670","강철비2: 정상회담","10","너무 재미있었고 정말 영화처럼 통일이 됬으면 하는 바람입니다 "
"671","다만 악에서 구하소서","10","연기, 영상미, 이정재 간지에 지림..아이가 있는사람이라면 더 공감할수있을것..무조건적인라는 것을.. "
"672","클레멘타인","10","이 영화를보고 그순간 저는 평생 모아 번 돈 13억을 클레멘타인 2 제작에 모두 투자하기로 했습니다. "
"673","강철비2: 정상회담","10","정우성 너무 잘생겼고 쿠키 영상 같은 것도 꼭 보고 나오세요 "
"674","다만 악에서 구하소서","2",""
"675","다만 악에서 구하소서","10","진짜 믿고보는 이정재 황정민 "
"676","강철비2: 정상회담","1","노잼영화ㅋㅋ보지마요 "
"677","다만 악에서 구하소서","10","두 배우의 액션씬이 넘나 리얼.. 박정민ㅋㅋ 개웃김ㅋㅋ "
"678","다만 악에서 구하소서","1","한마디로 평가하자면 진짜 노잼입니다;; "
"679","다만 악에서 구하소서","10","황정민의 불사신 같음이 좀 걸리긴 하지만 ㅋㅋ 잘만든 영화인듯... "
"680","다만 악에서 구하소서","8","그냥 황정민님이 멋있어서 두번째 보는중 ㅠㅠ "
"681","다만 악에서 구하소서","1","배우들 연기에 한번 싼다 근데 스토리도 똥을 쌌다 "
"682","다만 악에서 구하소서","10","군더더기 없는 영화에요 액션신들 너무 좋아요 "
"683","유 콜 잇 러브","9",""
"684","반도","8","이정도면 재밌다강동원존잘러영상미좋음 좀비영화 볼거리 집합해놓음 "
"685","다만 악에서 구하소서","10","영화 보는 내내 액션, 연기 다 기대보다 더 더 이상이었고 특히 박정민 배우님 나올 때마다 환호를 넘어 경악까지 할 정도로 연기 좋았음... 어릴 때부터 연기를 하고 살지는 않았던데 이게 무슨 일 "
"686","다만 악에서 구하소서","4","연기는 참 좋은데ㅜㅜㅜㅜ스토리의 빈약함.... "
"687","빅샤크: 매직체인지","4","어디서 할리우드건 베끼고팟으나 좀 덜 베껴진 중국판. (어딘지 본 듯하지만 허술한 스토리가 백미) "
"688","다만 악에서 구하소서","10",""
"689","데몰리션","10","1cm 다이빙이란 책에서 추천해서 봤는데 마지막 회전목마 장면에서 왜 이렇게 눈물이 나는지..좋은영화였다덮어둔 슬픔을 인정하는..그리고 아름답게 그녀를 보내는 "
"690","다만 악에서 구하소서","10","ㅜㅜ엉엉울었어요역시 믿고보는 황정민입니다반도보다  더 추천해요ㅜㅜ표값 네버안아까워요 "
"691","강철비2: 정상회담","1","아 잘잤습니다 말도안되는소리.. "
"692","레볼루셔너리 로드","9","연기밀도가 굉장히 높은 영화.. 결혼생활을 철저히 비관적으로 바라본다. 이는 마지막 노부부의 모습에서도 나온다. "
"693","강철비2: 정상회담","2","넘 지루하고 재미 없다계속 잠만 자다왔다영화보면서 잠잔건 첨이다지루연속 돈아깝다 "
"694","다만 악에서 구하소서","8","아..이정재 지드래곤 평점보고 보는데 진짜 지드래곤이네ㅋㅋ아쒸ㅋㅋ계속지드래곤생각났음ㅋㅋㅋ 이거 19세해야할듯죽이는게 잔인해ㅜㅜ "
"695","감바의 대모험","10","너무 재미있었어요!지금까지 많은 영화를 보았는데 이영화가 가장재미있었어요!감바,쇼지,추타,가쿠샤,만푸쿠,보보,요이쇼,이카사마와 추타의 가족이 힘을 합쳐 노로이와 족제비들을 이겨내는것이 너무 멋있고 용감해요!감바의 대모험2가 있다면 바로 보고싶어요! "
"696","다만 악에서 구하소서","8","올여름 개봉작 순위확정. 다만악에서>>반도>강철비2>>살아있다 "
"697","프리즈너","1","020년 복수혈전 ...느낌 "
"698","다만 악에서 구하소서","10","일단 영화보기전 리뷰보니 뭐 초반은 지루하고 뭐 액션신만 재밌었다 이러는데 그건 진짜 영알못임 영화 초반 그 긴장감과 스토리를 읽지 못한 사람들은 반성좀 해야됌 내가 이번에 본 영화중 반도 보다 무조건 재밌었으면  과장좀 해서 어벤져스 엔드게임이랑 퉁칠뻔했음 가장 큰 이유는 이런 코로나 사태로 재밌는 영화는 없고 pc 주의에 썩어 물들어진 엉화 볼때마다 진절머리가 났는데 이런 영화는 진짜 재미없을수가 없음 꼭보삼 "
"699","퍼펙트맨","8","허준호님 최고입니다 영웅본색이 진짜 최고입니다 "
"700","미녀 삼총사 3","3","영화가 왜 망했는지 10분만에 알겠다. 엘리자베스 뱅크스는 영화그만좀 찍어라 최악의 감독상 받는이유가 있다. "
"701","다만 악에서 구하소서","8","초반 몇몇 조연분들의 연기가 오버스러워 집중이 어려웠지만, 셋이 만나면서 부터는 본격적으로 재미를 느낄수 있었음.다소 생략이 많은듯 하여 개연성이 없어보이지만..촬영과 세 배우의 연기가 이 단점을 커버해버림. "
"702","다만 악에서 구하소서","2","너무나도 눈에 보이는 스토리 전개영화보는 내내 베테랑과 신과'함께를 보는듯한 연기.뭐라 말하기 힘드네요 "
"703","강철비2: 정상회담","8","재미있어요 "
"704","타이타닉","10","다좋고 재밌는데 뭐라는겨 "
"705","다만 악에서 구하소서","6","그냥... 신선한 기법은 있는데어정쩡~~ 스토리빈약 "
"706","다만 악에서 구하소서","10","아무래도 청불영화를 재편집한거라 잔인한 면이 없지않아 있었지만 이정재가 OO시함 "
"707","강철비2: 정상회담","2","약간의  코믹도 있고 다시한번 우리의 상황을 생각하게 하는 계기가 되지만  재미있다는 생각은 안드네요 "
"708","다만 악에서 구하소서","10","진짜진짜전 재밋게 봤어요이정재짱~ "
"709","다만 악에서 구하소서","2","스토리가 너무 아쉬움 처음만 2/5 까지만 흥미로운듯 했어요 그래도 비쥬얼은 짱짱 "
"710","다만 악에서 구하소서","6",".액션, 특히 타격감 좋다2.방콕판 아저씨 3.박정민 몸매가 가장 인상적 "
"711","다만 악에서 구하소서","10","이정재님 황정민님 갈수록 연기포텐 터져요!  액션연기 너무 좋았어요! 지루하지않고 재밌어요 "
"712","다만 악에서 구하소서","9","간만에 나온 영화중 아주 괜찮은 국내영화. 영화본 다음날 푸팟퐁커리 똠양꿀쌀국수 먹으면서 어젠 참 무서웟다 ㄷㄷ 할정도로 재밌고 긴박감 넘쳤음 ㅎㅎ "
"713","에어로너츠","8","어떻게 살아가느냐에 따라 세상이 달라질 것이다. "
"714","암수살인","10","계속 주지훈이랑 대화 > 사건수사 이 두개 굴레만 오가서 지루할 만 한데도 진짜 흡입력 오졌다 연기들이 너무 좋았음 "
"715","#살아있다","2","진짜 재미없었움 ㅋㅋ 좀비 영화가 이렇게 재미없을수가 잇나 싶엇어용 "
"716","강철비2: 정상회담","6","현재 한반도의 정세를 진지하면서도 코믹하게 잘 풀었다고 생각이 됩니다만, 단 한줄로 요약되는 주제를 너무 늘이려다 보니 줄거리도 지루하고 임팩트는 없었습니다. 미국과 북한의 중재역할을 해야하는 우리나라와 그 주변에 있는 주변국 일본, 중국 각국의 이해관계 등은 잘 나타났다고 보입니다. "
"717","다만 악에서 구하소서","10","반도, 강철비2, 다만악에서구하소서 다 본 사람으로서 이 영화가 제일 좋았어요. 배우님들 역시 실망을 안 시키네요. 근데 여기에 자기도 모르게 스포한 인간 있던데 아직 안 본 분들 배려 좀 해주세요..ㅋㅋ "
"718","다만 악에서 구하소서","10",""
"719","프리퀀시","10","믿고 보시기 바랍니다. 최고에요. "
"720","트루스 오어 데어","1","그냥 킬링타임용인데 뭐 쓸 게 있긴 하냐 "
"721","스틸 라이프","10","신경쓰지 않는 것을 하나하나 정성스럽게 다루던 그는, 다른이들이 그의 직업을 자신은 못할것이라며 고개를 젓던 그의 인생에는 다른이의 인생에 의미를 부여하고 그런 자신의 인생에도 그만의 의미를 잔잔히 띄어서 참 아름답다. 눈물이 나고 속상했지만 그는 의미있었다고 생각하지 않았을까? 잔잔하면서 강렬한 인생 "
"722","다만 악에서 구하소서","10","이정재오빠 등장씬부터 이미 스토리는 안중에도 없어졌고 정재오빠의 섹시미 감상에 황홀했음다 "
"723","다만 악에서 구하소서","1","점짜리는 아니지만 9점은 너무 높은 듯해.. 반영되어야 할 것 같아 1점.. 블루라이트 필터 세게 먹인 듯한 화면에, 공감 안되는 인물 감정선, 전개. "
"724","다만 악에서 구하소서","4","액션신의 실감나는 촬영기법은 지금까지 접해보지 못했어서 매우 신선했었습니다만, 줄거리 특히 레이와 인남의 악연이 너무 평면적이고 공감할 수 없어서 잘 몰입이 되지 않았습니다. 저 둘이 왜 저렇게 싸워야 하는지 잘 공감가지 않았고, 결말도 너무 예상되거나 허망한 결말이라서 좋은 영화라고 느껴지지는 않았습니다. "
"725","다만 악에서 구하소서","8","장점 - 연기력,액션신단점 - 스토리,캐릭터 배경 설명 부족캐릭터 배경 설명이 너무 부족해서 연기력이 아니었다면 감정이입 하나도 못하고 영화볼 뻔 했습니다.액션신 좋아하시면 보시고 스토리 기대하신다면 그건.. "
"726","다만 악에서 구하소서","8","아빠 초장부터 사쿠라여? "
"727","다만 악에서 구하소서","10",""
"728","트루스 오어 데어","7","공포영화는 아니다. 결말이 이상하게 끝.. 2편이 나온다고 해도 흥행은 못할듯. 생각못한 스토리나 전개는 나쁘지 않음. "
"729","엑시트","1",""
"730","강철비2: 정상회담","6","왜평점이 높은지 의아하네요ㅋㅋ "
"731","강철비2: 정상회담","6","왜평점이 높은지 의아하네요ㅋㅋ "
"732","다만 악에서 구하소서","10","아저씨가 위대하냐아빠가 위대하냐 "
"733","#살아있다","2","아무생각말고 보시면됨 "
"734","다만 악에서 구하소서","10","박정민 때문에 웃음꿀쟁 "
"735","위대한 쇼맨","8","영화도 좋고 연출도 좋고 볼만합니다 "
"736","다만 악에서 구하소서","7","신세계를 기대했다면 보지마세요.지루할 틈은 없었지만 재밌다고는 이야기하기 힘들다. 액션은 진짜 좋지만 스토리는 별로... "
"737","다만 악에서 구하소서","1","아....이걸 못피했네 "
"738","다만 악에서 구하소서","10","최근본 영화중 최고에요 화장실급해서 번개처럼갔다왔어요 놓치지안을꼬야ㅋ 박정민 귀요워욤 대사중 OO놈아 할때 눈빛으로 욕하는거 넘 사랑스럽구황정민님는 살인청부업자진짜같음이정재님은 관상가 양반 ㅋㅋ 이톤이에요  삼만오천원주고봤어요 아깝지않음요 "
"739","반도","10","대박...차량, 배우 액션 진짜 좋았음. 스토리도 좀비물임에도 굿..와...좀비 표현한 것도 코로나가 아쉬운 대박 영화임..연상호 감독이 진짜 대단하네~평점이 왜 낮은지 모르겠음...매드맥스급, 워킹데드급 좀비 "
"740","히트맨","8","다시보고싶은 영화 히트맨짱!!! "
"741","다만 악에서 구하소서","10","오늘보고왔어요 연기자들 뭐죠? 대사 그리 많지안은데도 연기 소름돋네요 유이도 감초 대박이에요 레이 임팩트 와~영화내용과 스토리 연기 등등이 광고에 드러나지못하는게 너무아쉽네요 "
"742","다만 악에서 구하소서","8","스토리 개연성 따지지 말고 보면 재미있음. 박정민 환상의 조연 연기 엄지 척30-40대 남성에 최적합 영화로 생각됨 "
"743","다만 악에서 구하소서","10","진짜,영화란게이거지 오랫만에 영화란걸 본거같네  후반기에가 조금아쉽긴하지만...ㅎㅎ만족만족 "
